"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"in-78b83ffe3c7d3600","indeed","https://fr.indeed.com/viewjob?jk=78b83ffe3c7d3600","https://www.capgemini.com/fr-fr/jobs/444709-fr_FR+sap_btp","Data Engineer","Capgemini Engineering","Lyon, ARA, FR","2026-03-26","","","","","","",False,"","","","","* Expérimentés
* Ingénierie logicielle
* CDI
* ID 444709\\-fr\\_FR

Job Description


Chez Sogeti, la technologie coule dans nos veines. C’est cet intérêt pour la technologie qui nous guide au quotidien et qui est reflété dans notre slogan « Made In Tech». Grâce à notre passion commune pour la technologie , à notre culture entrepreneuriale et à l'importance que nous accordons à la formation continue, nous mettrons tout en œuvre pour vous accompagner à libérer votre plein potentiel.


Job Description


En tant que Data Engineer spécialisé Databricks, vous serez un acteur clé dans la mise en place de solutions de traitement et de valorisation des données à grande échelle :




* Concevoir et déployer des pipelines de données performants sur Databricks, depuis l’ingestion jusqu’à la mise à disposition pour les équipes métiers.
* Modéliser et structurer les données afin de garantir leur qualité, leur disponibilité et leur exploitation optimale.
* Optimiser les processus d’ETL/ELT et les performances des workflows Spark.
* Collaborer étroitement avec les équipes Data Scientists, Product Owners et Métiers pour comprendre leurs besoins et livrer des solutions pertinentes.
* Contribuer à l’amélioration continue des bonnes pratiques en matière de Data Engineering, Cloud et CI/CD.

Votre Profil

* Diplômé(e) d’une école d’ingénieurs avec au moins 3 ans d’expérience en Data Engineering et une pratique confirmée de Databricks ou Spark.
* Maîtrise des environnements Cloud (Azure, AWS ou GCP), du versioning (Git) et des pratiques DevOps (CI/CD, Docker).
* Bonnes compétences en SQL et en modélisation de données.
* Esprit d’équipe, curiosité technique et envie de travailler sur des projets innovants.

Trois Raisons De Nous Rejoindre

*Qualité de vie au travail* : accord de télétravail (jusqu'à 70%) en France et à l’international, accord sur l’égalité professionnelle, la parentalité, l’équilibre des temps et la mobilité durable.

*Apprentissage en continu* : certifications techniques et formations en libre accès, accompagnement sur mesure avec votre career manager, parcours d’intégration sur 9 mois.

*Avantages groupe \\& CSE* : plan actionnariat, PERCOL, CE attractif avec des tarifs préférentiels (voyages, concerts, tickets de cinéma...), remboursement partiel vacances, remboursement de votre abonnement sportif ou culturel et développement personnel (formations permis de conduire, cours de pâtisserie, nutrition...).


Nos Engagements Et Nos Priorités


Le groupe Capgemini encourage une culture inclusive dans un cadre multiculturel et handi\\-accueillant. En nous rejoignant, vous intégrez un collectif qui valorise la diversité, développe le potentiel de ses talents, s’engage dans des initiatives solidaires avec ses partenaires, et se mobilise pour réduire son impact environnemental sur tous ses sites et auprès de ses clients.


Sogeti fait partie du groupe Capgemini et accompagne les organisations dans leur mise en œuvre de l'innovation, en tant que partenaire local à l'échelle mondiale. En combinant son agilité et sa rapidité Sogeti propose des solutions innovantes en testing, cloud et développement d'applications, toutes pilotées par l'IA, les données et l'automatisation.","","https://fr.indeed.com/cmp/Capgemini-Engineering","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/b6a78b3ba2ca3af11872b2e3d3bec64a","https://www.capgemini.com/es-es/sobre-nosotros/quienes-somos/nuestras-marcas/capgemini-engineering/","Paris","10,000+","more than $10B (USD)","World leader in engineering and R&D services, Capgemini Engineering combines its broad industry knowledge and cutting-edge technologies in digital and software to support the convergence of the physic","","","","","",""
"in-eaad2decfca5a06f","indeed","https://fr.indeed.com/viewjob?jk=eaad2decfca5a06f","https://framatome-career.talent-soft.com/job/alternance-ia-vision-par-ordinateur-series-temporelles-f-h_25738.aspx","Alternance - IA – Vision par Ordinateur & Séries Temporelles F/H","Framatome","Lyon, ARA, FR","2026-03-26","fulltime","","","","","",False,"","","","","**Description du poste**
------------------------

### **Métier**


IS \\- INFORMATION SYSTEMS \\- IS1 \\- Pilotage politique et performance des systèmes d'information  

### **Intitulé du poste**


Alternance \\- IA – Vision par Ordinateur \\& Séries Temporelles F/H  

### **Contrat**


Alternance  

### **Fourchette de rémunération**


Barème Alternance, Stage et VIE### **Description de la BU**


BU CORP

### **Description de la mission**


Intégrez le pôle IA CORP DPIT de Framatome en tant qu’alternant(e) Développeur(se) Python IA, dédié(e) au maintien, à l’évolution et à l’industrialisation de librairies de vision par ordinateur et de traitement de séries temporelles!


Vous contribuerez à la refactorisation, à l’optimisation et au développement de briques logicielles d’IA appliquées à des cas d’usage industriels concrets, en lien étroit avec une équipe d’une vingtaine de Data Scientists et d’ingénieurs IA/ML/NLP/CV.

**Objectif :** développer une expertise technique avancée en Python, en vision par ordinateur, en séries temporelles et en deep learning (classique et modèles de fondation), tout en participant à des projets stratégiques pour le secteur nucléaire.

 **Missions principales :**

  

Accompagné(e) par des membres expérimentés de l’équipe :

* Développement d’algorithmes pour l’analyse de séries temporelles (prévision, détection d’anomalies, classification, etc.) et la vision par ordinateur (détection, tracking, etc.)
* Amélioration des librairies internes pour simplifier l’usage des différents algorithmes
* Application rigoureuse des bonnes pratiques de développement (modularité, tests, documentation, typage, validation)
* Participation aux revues de code et à l’amélioration continue des librairies internes
* Rédaction de documentation technique, de guides d’utilisation et d’exemples d’intégration pour les utilisateurs internes
* Travail en équipe avec des Data Scientists, ML Engineers et experts métiers

### **Profil**


Vous préparez un diplôme de niveau Bac\\+5 en école d’ingénieur ou équivalent universitaire, avec un intérêt marqué pour la data science et l’intelligence artificielle.


Vous possédez de bonnes bases en Python (structures de données, programmation orientée objet, typage, tests, packaging) ainsi qu’un intérêt pour la vision par ordinateur et l’analyse de séries temporelles.


Vous faites preuve d’un sens aigu de la qualité du code, de rigueur, de lisibilité et de maintenabilité, et savez documenter votre travail de manière claire.


Curieux(se), autonome et doté(e) d’un bon esprit d’équipe, vous êtes capable de collaborer efficacement avec les Data Scientists et les ingénieurs du pôle tout en apprenant rapidement.


Vous maîtrisez le français courant et disposez de notions d’anglais technique pour suivre la documentation et échanger au sein de l’équipe.

**Localisation du poste**
-------------------------


France, Auvergne\\-Rhône\\-Alpes, Lyon  

### **Site**


Lyon  

### **Déplacements**


Occasionally  

### **Durée du contrat en mois**


24 à 36 mois  

### **BU**


CORP \\- IS**Critères candidat**
---------------------

### **Niveau d'études min. requis**


Bac\\+2/Bac\\+3  

### **Niveau d'expérience min. requis**


Etudiant  

### **Niveau d'emploi**


Student  

### **Langues**


French (Fluent)  

English (Good knowledge)  

**Informations additionnelles**
-------------------------------

### **Poste soumis à enquête administrative**


Oui### **Poste soumis à autorisation au titre du contrôle des exportations**


Oui**Informations générales**
--------------------------

### **Entité légale**


Chez Framatome, filiale d'EDF, nous concevons et fournissons des équipements, des services, du combustible, et des systèmes de contrôle\\-commande pour les centrales nucléaires du monde entier.
  

  

Nos 20 000 collaborateurs permettent chaque jour à nos clients de produire un mix énergétique bas\\-carbone toujours plus propre, plus sûr et plus économique.
  

  

Nos équipes développent également des solutions pour les secteurs de la défense, de la médecine nucléaire et du spatial.
  

  

Implantée dans une vingtaine de pays, Framatome rassemble les expertises d'hommes et de femmes passionnés et convaincus que le nucléaire est une énergie d'avenir.
  

  

Entreprise responsable, nous développons des actions pour former et accompagner les premières expériences professionnelles (label Happy Trainees), intégrer tous les talents, dont les personnes en situation de handicap, œuvrer pour l'égalité professionnelle et la mixité de nos métiers (94/100 à l'index de l'égalité hommes\\-femmes) et concilier les temps de vie.  

  

Pour suivre notre actualité, retrouvez\\-nous sur www.framatome.com, LinkedIn, Instagram et X.  

### **Référence**


2026\\-25738  

### **Date de parution**


26/03/2026","","https://fr.indeed.com/cmp/Framatome","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/557b3da8f6c2fc2aa0a4d1dd39fdb578","","","Decline to state","Decline to state","","","","","","",""
"in-4639e93db3e27d8f","indeed","https://fr.indeed.com/viewjob?jk=4639e93db3e27d8f","https://www.free-work.com/fr/tech-it/data-engineer/job-mission/developpeur-data-industrelle-mes-h-f?utm_source=indeed&utm_medium=organic&utm_campaign=indeed_organic_fr_all_wo","Développeur Data industrelle/MES H/F","Viveris","Lyon 6e, ARA, FR","2026-03-26","","","","","","",False,"","","","","**Contexte de la mission :**  

Dans le cadre de la transformation digitale de ses activités industrielles, notre client, acteur majeur du secteur pharmaceutique, renforce ses équipes en charge des systèmes de gestion de production (MES) et de la valorisation des données industrielles.
  
La mission s'inscrit au sein d'un environnement de production exigeant, avec des enjeux forts autour de la traçabilité, de la performance industrielle et de l'exploitation de données en temps réel.
  
  

Le consultant interviendra en lien avec les équipes IT, les équipes métiers (production, qualité) ainsi que les systèmes industriels.L'environnement technique repose notamment sur un historian industriel (AspenTech IP.21\\) permettant de collecter, historiser et exploiter les données issues des équipements de production. Des développements spécifiques sont nécessaires afin de répondre aux besoins métiers en matière de reporting, d'analyse et d'intégration avec les systèmes existants.
  
  

**Responsabilités :**  

Intervenir sur des activités de développement et de gestion des données industrielles, avec un rôle clé dans leur exploitation et leur valorisation
  
Etre en charge de la conception et du développement de requêtes et scripts permettant d'extraire, transformer et structurer les données issues du système IP.21
  
Contribuer à l'optimisation des performances des traitements et à la fiabilisation des flux de données
  
Participer à la compréhension des besoins fonctionnels et à leur traduction en solutions techniques adaptées
  
Intervenir sur des sujets d'intégration avec d'autres systèmes (MES etc.).
  
  

**Profil candidat:****Profil recherché :**  

Formation supérieure en informatique, data ou ingénierie industrielle;
  
Expérience significative (minimum 3 ans) en développement ou gestion de données dans un environnement industriel ;
  
Capacité à comprendre des enjeux métiers complexes (production, qualité) ;
  
Autonomie et rigueur dans un environnement exigeant ;
  
Bon relationnel pour interagir avec des interlocuteurs variés (IT et métiers).
  
  

**Compétences techniques :**  

SQL avancé (requêtes complexes, optimisation) ;
  
Expérience sur un historian industriel, idéalement AspenTech IP.21;
  
Scripting (SQL, éventuellement Python ou VBScript) ;
  
Connaissance des environnements MES ;
  
Manipulation de données industrielles / temps réel ;
  
Notions d'intégration de systèmes (interfaces, flux de données).
  
  

**Nos avantages :**  

Rémunération attractive et évolutive ;
  
Mutuelle familiale à garantie haute ;
  
Tickets restaurant pris en charge à 60% ;
  
100% du titre de transport urbain remboursé ;
  
2 jours de télétravail par semaine ;
  
Formation continue avec Linkedin Learning et nos communautés techniques.","Internet And Software","https://fr.indeed.com/cmp/Viveris","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/85421420051ec40177372eb1b6f49863","https://www.viveris.fr/","32-36 rue de Bellevue
92100 Boulogne-Billancourt","1,001 to 5,000","$25M to $100M (USD)","","","","","","",""
"in-346084376092fd5f","indeed","https://fr.indeed.com/viewjob?jk=346084376092fd5f","http://fr.indeed.com/job/lead-dev-data-analytics-engineer-senior-cdi-fh-346084376092fd5f","Lead Dev Data / Analytics Engineer Senior - CDI - F/H","TYREDATING SAS","Lyon, ARA, FR","2026-03-26","fulltime","","","","","",True,"","","","","Créée en 2008, La société **TYREDATING** (filiale du groupe MICHELIN) est un fournisseur de solutions et de services digitaux pour l’univers de l’automobile.

**TYREDATING** est adhérent de la French Tech One Lyon St Etienne ().

Après un début d’aventure passé sur la colline de la Croix\\-Rousse, la société s’installe dans le quartier de la Part\\-Dieu, à quelques pas des Halles Paul Bocuse.

**TYREDATING**, entreprise à taille humaine, emploie actuellement \\+60 personnes, avec une moyenne d’âge de 34 ans.

Vous êtes curieux de connaître en détails l’activité de **TYREDATING**, rendez\\-vous sur notre site

Le digital, pour vous, c’est vital ? Alors lisez les prochaines lignes... .'

Dans le cadre d’un remplacement, nous recherchons un(e) Lead Dev Data / Analytics Engineer Senior F/H pour renforcer notre équipe Data Engineering \\& BI (5 personnes).

Vous intervenez sous la responsabilité directe du responsable Data Engineering \\& BI, et assurez la création end\\-to\\-end et les évolutions de solutions de BI et de reporting dédiées au e\\-Retail, depuis à l'analyse des besoins clients et leur traduction en spécifications techniques jusqu‘à leur déploiement, et en passant par leur développement.

Votre séniorité et votre expertise technique vous permet d’assurer un rôle de référent technique et lead dev auprès des autres Analytics Engineers de l’équipe.

*Principales missions :* 

**Développement et évolutions techniques**

* Développer de nouveaux pipelines et transformations de données à partir de spécifications fonctionnelles.
* Créer et maintenir de nouveaux rapports/tableaux de bord PowerBI.
* Optimiser la performance des traitements et des modèles de données.

**Maintenance et correction de bugs**

* Analyser et corriger les incidents techniques sur les flux de données et tableaux de bord.
* Garantir un délai de résolution optimal pour les incidents bloquants impliquant des données clients.
* Assurer un suivi des tickets de bug pour l’ensemble de l’équipe, afin de pouvoir assurer un reporting clair et synthétique pour le management.

**Lead technique de et maintien du RUN de l’équipe**

* Diriger les revues de code hebdomadaire pour l’ensemble de l’équipe data, afin de garantir la qualité du code et d’assurer une progression régulière des développeurs plus juniors.
* Conseiller et être un interlocuteur technique force de proposition et bienveillant pour le reste de l’équipe en cas de difficultés rencontrées.
* Être en mesure de prendre en charge temporairement le projet d’un autre développeur de l’équipe sur une courte période (incidents, demandes urgentes, évolutions en cours critiques).
* Assurer la continuité opérationnelle de l’équipe data et rendre compte techniquement des différentes situations.

*Compétences \\& expérience attendues :*

**Hard Skills**

* Un minimum de **8 ans d’expérience en Analytics Engineering** ou Data Engineering dont au moins **3 années comme Lead** développeur dans une équipe data,
* Respect rigoureux des bonnes pratiques de développement data (tests, modélisation, documentation),
* Aptitude à pouvoir **gérer un cycle de développement data en toute autonomie**,
* Très forte expérience sur les langages **DAX, Python et SQL,**
* Excellente maîtrise des outils de visualisation type **PowerBI**,
* Aptitude à assurer une **revue qualitative** et corriger le code de développeurs plus junior

**Soft Skills**

\\- Empathie et bienveillance afin d’accompagner avec pédagogie la progression des autres développeurs de l’équipe,

\\- Excellentes capacités de communication avec des clients internes :

* Forte aptitude à comprendre et analyser un besoin métier,
* Facilité à vulgariser les aspects techniques des développements data avec des interlocuteurs métiers

\\- Capacité à travailler en complètement autonomie tout rendant en assurant reporting régulier et transparent des avancements et des réalisations,

\\- Proactivité : vous savez être force de proposition sur des améliorations, en étant capable de les argumenter ou de les défendre avec logique et clarté,

\\- Esprit analytique,

\\- Grande rigueur avec les chiffres et souci du détail.

**Nice to have**

* Expérience sur des projets de marketing digital, de e\\-Retail ou de suivi de la performance de sites Web.
* Compréhension des indicateurs marketing type ROAS et autres KPI de suivi de conversion client (coût par Lead, coût par clic, etc…).

Type d'emploi : Temps plein, CDI

Rémunération : à partir de 45 000,00€ par an

Avantages :

* Aide au logement
* Intéressement et participation
* Prise en charge du transport quotidien
* RTT
* Travail à domicile occasionnel

Expérience:

* analytics engineering: 8 ans (Optionnel)

Langue:

* Anglais (Requis)
* Français (Requis)

Lieu du poste : Télétravail hybride (69003 Lyon)","","https://fr.indeed.com/cmp/Tyredating-SAS-1","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ac2e2145ce32096761db71df70a675b0","http://www.tyredating.com","107 rue Servient - 69003 LYON","11 to 50","","","","","","","",""
"in-2523051246cd852b","indeed","https://fr.indeed.com/viewjob?jk=2523051246cd852b","https://api-v2-multidiff.xtramile.io/collect/651422f4eb867010312d4fac55c39a0c","Développeur Data Senior Hadoop Spark – Expertise Cloudera & Optimisation @ Lyon - Freelance H/F","collectivework","Lyon, ARA, FR","2026-03-26","fulltime","","","","","",False,"","","","","### **Description du poste**


Taux journalier (TJM): 550\\-680 € selon profil
Nous recherchons **en priorité un Développeur Data Senior** disposant d’une **expérience concrète sur plateforme Hadoop Cloudera** pour intervenir sur une **plateforme Big Data en production à forts enjeux**.


* **Attention : profil très technique requis – toute compétence clé manquante sera éliminatoire.**


* **Contexte de la mission**



Au sein d’une équipe Big Data, vous interviendrez sur une plateforme Hadoop Cloudera existante, avec des enjeux forts autour de :


* l’alimentation du Data Lake
* l’optimisation des traitements
* la reprise d’existant complexe
* le support et l’accompagnement des utilisateurs

Il s’agit d’un environnement **technique, exigeant, orienté production**.


* **Missions principales**


* Reprendre et faire évoluer les développements d’alimentation du Data Lake
* Développer et optimiser des traitements Spark / Hive existants
* Mettre en place des extractions de données performantes
* Intervenir sur des sujets de **reverse engineering** dans un SI complexe
* Assurer un **support niveau 2**
* Participer à la structuration technique (revue de code, bonnes pratiques, documentation)
* Garantir la performance, la maintenabilité et l’exploitabilité de la plateforme
* **Conditions de la mission**


* **Localisation** : Lyon (proximité Part\\-Dieu)
* **Télétravail** : 2 jours / semaine (non négociable)
* **Démarrage** : mi\\-avril
* **Durée** : mission longue (jusqu’à 3 ans)
* **Mobilité** : présence locale requise (ou installation rapide impérative)
* **Sous\\-traitance** : possible (à préciser)
* **Important**


* Les compétences suivantes sont **strictement requises** :


* Hadoop Cloudera
* Spark / PySpark
* Shell Linux
* Hive (optimisation)
* compréhension YARN
* Tout profil ne maîtrisant pas ces éléments **ne sera pas retenu**.


### **Profil recherché**


* **Compétences techniques indispensables (éliminatoires)**


* **Hadoop / Cloudera (INDISPENSABLE)**


* Expérience réelle sur **cluster Hadoop Cloudera**
* Maîtrise de :


	+ **Hive** (optimisation, tables externes vs managées, parquet)
	+ **Impala** (lecture / exploitation)
* Bonne compréhension de l’écosystème Hadoop
* **Spark / PySpark (INDISPENSABLE)**


* Développement de pipelines Spark (jointures, transformations, paramétrage)
* Maîtrise des optimisations :


	+ broadcast
	+ repartition / coalesce
* Capacité à lancer et tuner des jobs (**spark\\-submit**)
* **Shell / Linux (INDISPENSABLE)**


* Lecture et écriture de scripts Shell avancés
* Manipulation HDFS :


	+ création d’arborescences
	+ copie de fichiers vers Hadoop
* Compréhension des traitements batch
* **YARN / Exploitation Hadoop (INDISPENSABLE)**


* Compréhension du fonctionnement de **YARN**
* Capacité à :


	+ analyser des logs
	+ diagnostiquer des erreurs de jobs
	+ comprendre les problématiques de ressources
* **Python (INDISPENSABLE)**


* Scripting (automatisation, nettoyage de données)
* **SQL (REQUIS)**


* Niveau intermédiaire minimum :


	+ compréhension de requêtes complexes
	+ utilisation de CTE
	+ lecture et adaptation de code existant
* **Compétences appréciées**


* Kafka
* Zeppelin
* Expérience en environnement legacy / SI complexe
* **Profil recherché**


* \\+7 ans d’expérience en data / développement data
* Expérience concrète en environnement **Big Data Hadoop en production**
* Capacité à intervenir sur des environnements complexes existants
* Forte autonomie et capacité d’analyse
* Bon relationnel et capacité à vulgariser des sujets techniques","","https://fr.indeed.com/cmp/Collectivework","","","","","","","","","","","",""
"in-0ab4c484c43383fd","indeed","https://fr.indeed.com/viewjob?jk=0ab4c484c43383fd","https://phf.tbe.taleo.net/phf01/ats/careers/v2/viewRequisition?org=COVESTIC2&cws=37&rid=12542","Data Center Manager","Milestone Technologies","Lyon, ARA, FR","2026-03-25","","","","","","",False,"","","","","**Company Overview**
--------------------



Milestone Technologies is a global IT managed services firm that partners with organizations to scale their technology, infrastructure and services to drive specific business outcomes such as digital transformation, innovation, and operational agility. Milestone is focused on building an employee\\-first, performance\\-based culture and for over 25 years, we have a demonstrated history of supporting category\\-defining enterprise clients that are growing ahead of the market. The company specializes in providing solutions across Application Services and Consulting, Digital Product Engineering, Digital Workplace Services, Private Cloud Services, AI/Automation, and ServiceNow. Milestone culture is built to provide a collaborative, inclusive environment that supports employees and empowers them to reach their full potential.  

  

Our seasoned professionals deliver services based on Milestone’s best practices and service delivery framework. By leveraging our vast knowledge base to execute initiatives, we deliver both short\\-term and long\\-term value to our clients and apply continuous service improvement to deliver transformational benefits to IT. With Intelligent Automation, Milestone helps businesses further accelerate their IT transformation. The result is a sharper focus on business objectives and a dramatic improvement in employee productivity. Through our key technology partnerships and our people\\-first approach, Milestone continues to deliver industry\\-leading innovation to our clients. With more than 3,000 employees serving over 200 companies worldwide, we are following our mission of revolutionizing the way IT is deployed.

  

**Job Overview**
----------------


**Position Overview:** We are seeking a highly skilled and performance\\-driven Data Center Operations Manager to lead our global data center operations. The ideal candidate will have a decade of proven experience in managing efficient Data Center Operations, Asset Management, and Capacity Performance teams. This role requires exceptional project management skills, robust technical leadership, and a strong ability to build and maintain cross\\-organizational relationships.

 **Key Responsibilities:**

* **Team Leadership and Development:**


o Lead and develop a high\\-performing team of Engineers and Technicians, ensuring the efficient operation of global data center infrastructure.


o Foster a collaborative and supportive team environment, promoting professional growth and development.

* **Data Center Operations Management:**


o Oversee the monitoring, configuration, and support of all global data center infrastructure to ensure a 100% uptime goal and optimal performance.


o Act as the escalation point for all data center activities related to vendor management, colocation management, and break/fix issues, with ultimate responsibility for incident tracking, resolution, and reporting.


o Manage all aspects of production data center operations, ensuring seamless operations and maximum efficiency.

* **Capacity Planning and Process Improvement:**


o Drive data center capacity planning efforts to ensure scalability and efficiency.


o Implement process improvements to enhance operational efficiency and performance.


o Continuously introduce platform improvements through innovative technologies and best practices.

* **Project Management:**


o Serve as the primary liaison with other departments on projects, initiatives, and programs, ensuring successful project delivery.


o Manage end\\-to\\-end data center migration projects and other large\\-scale initiatives.

* **Financial and Budget Planning:**


o Oversee financial planning and budgeting for data center operations, ensuring cost\\-effective management of resources.


o Conduct procurement and asset management to optimize expenditures and investments.

* **Strategic Leadership:**


o Provide strategic leadership in the architecture and management of robust data center infrastructure.


o Drive continuous platform improvements to enhance efficiency and customer experience.

 **Skills and Qualifications:**

* Proven history in managing data center operations and capacity performance teams for large\\-scale global data centers.
* Strong technical knowledge in data center infrastructure architecture and management.
* Exceptional project management skills with a track record of successful project delivery.
* Excellent team and strategic leadership abilities.
* Strong vendor and contract negotiation and management skills.
* Expertise in process improvement and financial planning.
* Experience in data center deployment and colocation facility management.
* Proficient in data center capacity planning and asset management.
* Experience in data center site selection and negotiation

 **About You:**

* You are a performance\\-driven leader with a passion for data center operations.
* You thrive in dynamic, fast\\-paced environments and excel at managing complex projects and teams.
* You are a strategic thinker with a keen eye for detail and a commitment to excellence.
* 15\\+ years of demonstrated ability in running large data centers and global networks. At least half that experience should have been spent in a managerial role.
* 10\\+ years colocation management
* 5\\+ years data center compliance management (SOC, SOC2, PCI, ISO)
* Proficient at attracting and developing outstanding talent
* Strong focus on enabling innovation and continuous improvement

  

\\#L1\\-PO1

**Compensation**
----------------



Estimated Pay Range:  

  

Exact compensation and offers of employment are dependent on circumstances of each case and will be determined based on job\\-related knowledge, skills, experience, licenses or certifications, and location.

  

**Our Commitment to Diversity \\& Inclusion**
--------------------------------------------



*At Milestone we strive to create a workplace that reflects the communities we serve and work with, where we all feel empowered to bring our full, authentic selves to work. We know creating a diverse and inclusive culture that champions equity and belonging is not only the right thing to do for our employees but is also critical to our continued success.*  

  

*Milestone Technologies provides equal employment opportunity for all applicants and employees. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, gender, gender identity, marital status, age, disability, veteran status, sexual orientation, national origin, or any other category protected by applicable federal and state law, or local ordinance. Milestone also makes reasonable accommodations for disabled applicants and employees.*  

  

*We welcome the unique background, culture, experiences, knowledge, innovation, self\\-expression and perspectives you can bring to our global community. Our recruitment team is looking forward to meeting you.*","","https://fr.indeed.com/cmp/Milestone-Technologies","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e9afe16f8c7ca9226728ffb869560155","https://milestone.tech/careers/","Fremont, CA","1,001 to 5,000","$100M to $500M (USD)","Milestone Technologies is a leading global IT services & digital solutions provider that collaborates with companies worldwide to revolutionize their technology infrastructure & digital capabilities.","","","","","",""
"in-179bae621c4327cf","indeed","https://fr.indeed.com/viewjob?jk=179bae621c4327cf","https://emploi.elsys-design.com/offers/149472/Senior-UVM-Verification-Engineer-F-H","Senior UVM Verification Engineer - F/H","ELSYS DESIGN","Villeurbanne, ARA, FR","2026-03-25","","","","","","",False,"","","","","Dans le cadre du renfort de notre pole microélectronique, nous rechercons un ingénieur sénior en verification UVM.
  
  

Votre activité sera majoritairement centrée sur la vérification au niveau IP, avec une forte exigence de qualité et de réalisme des tests :
  
  

Définir des stratégies de vérification adaptées aux contraintes spécifiques de chaque bloc
  
  

Concevoir et développer des environnements de test en SystemVerilog / UVM
  
  

Construire des scénarios représentatifs de situations réelles : flux soutenus, contention, comportements limites, performances
  
  

Exploiter la couverture fonctionnelle pour sécuriser les zones à risque
  
  

Travailler en interaction étroite avec les équipes design et software, afin d’aligner les tests avec les comportements attendus du système
  
  

L’intégration est progressive et pensée pour favoriser la montée en compétence :
  
  

Démarrage sur des blocs à périmètre maîtrisé
  
  

Élargissement vers des IP plus structurantes pour l’architecture globale
  
  

Possibilité, à terme, d’aborder des problématiques de vérification système, en fonction de vos envies et du projet
  
  

L’environnement technique privilégie les échanges directs et les boucles courtes entre les équipes, afin de comprendre rapidement les problématiques et d’avancer efficacement.
  
  

L'agence de rattachement de cette offre se situe à Lyon.
  
  

L'agence de rattachement de cette offre se situe à Lyon. Profil Recherché
  
  

Vous avez une expérience en vérification fonctionnelle de circuits numériques, avec une bonne maîtrise de SystemVerilog / UVM, sur des environnements IP ou SoC.
  
Vous êtes à l’aise avec des blocs manipulant des flux de données (interfaces, pipelines, data movement…), ou souhaitez approfondir ce type de sujets.
  
Une exposition à la vérification système est un plus, sans être un prérequis.
  
Vous êtes capable d’évoluer dans un contexte où le hardware dialogue avec le software, et savez manipuler du C bas niveau (registres, tests simples) lorsque nécessaire.
  
**Vous avez le goût de l’analyse :** comprendre comment les données circulent, identifier les cas limites et traduire ces situations en scénarios de test robustes.
  
  

Au\\-delà des compétences techniques, nous attachons une importance particulière à :
  
  

La curiosité technique et la capacité à s’approprier des architectures complexes
  
  

La qualité des échanges avec les équipes design et software
  
  

La rigueur dans la démarche de vérification
  
  

L’aisance dans un environnement structuré (revues de code, CI, méthodes de travail partagées)
  
  

Une expérience d’environ 5 ans ou plus en vérification est généralement attendue, mais c’est surtout votre capacité à monter en complexité et à prendre en main des sujets exigeants qui sera déterminante. Avantages Salariaux
  
  

10 jours de RTT par an
  
  

Allocation repas ou Titre restaurant presque intégralement pris en charge
  
  

Mutuelle Santé Famille
  
  

Compte Epargne Temps
  
  

Participation et Intéressement
  
  

Prime de cooptation de 1000 ou 1500 €
  
  

Prime de vacances
  
  

Prime Transport de 200 € net par an et 50 € brut mensuel.
  
Qui sommes\\-nous
  
  

ELSYS Design est une société d’ingénierie spécialisée dans la conception de systèmes électroniques embarqués.
  
  

Nous accompagnons nos clients issus de secteurs variés (énergie, semiconducteur, défense, spatial, transport, etc.) dans 4 domaines principaux : la microélectronique ( FPGA , ASIC , SoC ), la carte , le logiciel embarqué et l’ ingénierie système .
  
  

Chez ELSYS Design, nous sommes tous ingénieurs , votre manager sera donc lui aussi issu de la technique. Il veillera à vous proposer des projets pertinents qui vous permettront de vous constituer une expérience riche, bâtie sur un socle de compétences recherchées .
  
  

Vous aimez relever des défis techniques ? Vous avez envie d’évoluer dans une ambiance humaine, bienveillante et responsabilisante ? D’intégrer une structure familiale, présentant les avantages d’un grand groupe ?
  
  

**Alors, n’hésitez plus :** postulez et rencontrons\\-nous !","","https://fr.indeed.com/cmp/Elsys-Design","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/dcec5a355eba55dac8522f91f07fad8c","https://www.elsys-design.com","Paris","501 to 1,000","$25M to $100M (USD)","","","","","","",""
